<<<<<<< HEAD
Date,Open,High,Low,Close,Adj Close
2016-09-23,4881.450195,4882.419922,4853.410156,4858.910156,4858.910156
2016-09-26,4830.169922,4837.339844,4812.319824,4817.169922,4817.169922
2016-09-27,4813.890136999999,4868.379883,4811.279785,4866.709961,4866.709961
2016-09-28,4871.839844,4877.299805,4850.040039,4875.27002,4875.27002
2016-09-29,4868.459961,4875.52002,4819.02002,4838.299805,4838.299805
2016-09-30,4856.100098,4889.22998,4846.899902,4875.700195,4875.700195
2016-10-03,4864.629883,4872.140136999999,4848.209961,4866.629883,4866.629883
2016-10-04,4880.569824,4891.5,4841.720215,4859.470215,4859.470215
2016-10-05,4872.97998,4891.350098,4870.810059,4877.75,4877.75
2016-10-06,4871.950195,4883.970215,4851.529785,4873.919922,4873.919922
2016-10-07,4883.939941,4884.700195,4840.930176,4864.52002,4864.52002
2016-10-10,4887.72998,4904.720215,4885.589844,4893.77002,4893.77002
2016-10-11,4890.169922,4890.169922,4804.240234000001,4821.910156,4821.910156
2016-10-12,4824.27002,4836.549805,4806.330078,4819.640136999999,4819.640136999999
2016-10-13,4785.589844,4816.330078,4760.069824,4803.100098,4803.100098
2016-10-14,4828.899902,4845.990234000001,4806.72998,4808.47998,4808.47998
2016-10-17,4808.470215,4814.879883,4790.450195,4796.169922,4796.169922
2016-10-18,4849.910156,4860.680176,4837.310059,4839.720215,4839.720215
2016-10-19,4833.810059,4845.069824,4830.680176,4836.609863000001,4836.609863000001
2016-10-20,4831.310059,4842.319824,4805.839844,4832.709961,4832.709961
2016-10-21,4836.540039,4853.609863000001,4822.779785,4851.859863000001,4851.859863000001
2016-10-24,4884.160156,4911.589844,4880.77002,4909.970215,4909.970215
2016-10-25,4908.180176,4911.759765999999,4885.899902,4891.450195,4891.450195
2016-10-26,4863.52002,4886.319824,4846.439941,4860.589844,4860.589844
2016-10-27,4883.069824,4885.830078,4831.689941,4836.450195,4836.450195
2016-10-28,4820.5,4848.549805,4794.069824,4805.589844,4805.589844
2016-10-31,4821.310059,4823.919922,4801.160156,4801.27002,4801.27002
2016-11-01,4810.299805,4811.02002,4726.350098,4766.939941,4766.939941
2016-11-02,4764.830078,4773.649902,4717.560059,4726.910156,4726.910156
2016-11-03,4718.529785,4732.200195,4673.049805,4679.100098,4679.100098
2016-11-04,4647.589844,4697.939941,4647.589844,4660.459961,4660.459961
2016-11-07,4737.97998,4777.060059,4731.790039,4773.72998,4773.72998
2016-11-08,4766.47998,4824.970215,4757.25,4804.919922,4804.919922
2016-11-09,4748.910156,4832.950195,4747.350098,4825.180176,4825.180176
2016-11-10,4849.709961,4855.790039,4685.740234000001,4747.029785,4747.029785
2016-11-11,4729.140136999999,4759.830078,4711.959961,4751.950195,4751.950195
2016-11-14,4752.609863000001,4753.27002,4677.410156,4702.040039,4702.040039
2016-11-15,4733.569824,4778.649902,4727.97998,4764.470215,4764.470215
2016-11-16,4745.029785,4794.569824,4742.950195,4792.27002,4792.27002
2016-11-17,4789.790039,4826.75,4781.720215,4826.589844,4826.589844
2016-11-18,4832.810059,4840.810059,4804.439941,4808.040039,4808.040039
2016-11-21,4822.029785,4862.22998,4819.569824,4859.0,4859.0
2016-11-22,4876.919922,4884.629883,4861.080078,4873.839844,4873.839844
2016-11-23,4856.720215,4859.669922,4832.589844,4853.859863000001,4853.859863000001
2016-11-25,4861.470215,4870.899902,4853.040039,4870.02002,4870.02002
2016-11-28,4861.72998,4878.870117,4852.709961,4857.02002,4857.02002
2016-11-29,4859.850098,4896.569824,4848.890136999999,4873.209961,4873.209961
2016-11-30,4876.299805,4880.759765999999,4810.810059,4810.810059,4810.810059
2016-12-01,4806.77002,4810.439941,4723.569824,4734.100098,4734.100098
2016-12-02,4734.379883,4759.029785,4721.410156,4739.370117,4739.370117
2016-12-05,4762.339844,4795.279785,4743.529785,4778.140136999999,4778.140136999999
2016-12-06,4786.060059,4796.580078,4769.390136999999,4788.669922,4788.669922
2016-12-07,4778.859863000001,4854.319824,4765.439941,4851.939941,4851.939941
2016-12-08,4849.75,4869.560059,4843.040039,4859.189941,4859.189941
2016-12-09,4878.540039,4897.240234000001,4877.180176,4895.899902,4895.899902
2016-12-12,4878.040039,4882.97998,4854.27002,4874.299805,4874.299805
2016-12-13,4893.649902,4960.47998,4890.149902,4935.839844,4935.839844
2016-12-14,4943.640136999999,4955.25,4910.759765999999,4921.220215,4921.220215
2016-12-15,4925.649902,4959.899902,4919.810059,4933.410156,4933.410156
2016-12-16,4945.040039,4952.140136999999,4904.379883,4914.859863000001,4914.859863000001
2016-12-19,4919.160156,4963.0,4911.75,4934.850098,4934.850098
2016-12-20,4948.339844,4961.549805,4944.319824,4953.799805,4953.799805
2016-12-21,4952.069824,4957.450195,4938.240234000001,4948.910156,4948.910156
2016-12-22,4948.359863000001,4948.359863000001,4917.330078,4934.390136999999,4934.390136999999
2016-12-23,4927.529785,4940.040039,4922.950195,4940.02002,4940.02002
2016-12-27,4948.919922,4992.080078,4947.589844,4965.810059,4965.810059
2016-12-28,4976.419922,4978.430176,4922.089844,4926.290039,4926.290039
2016-12-29,4923.930176,4933.709961,4903.279785,4918.279785,4918.279785
2016-12-30,4925.359863000001,4927.160156,4853.930176,4863.620117,4863.620117
2017-01-03,4900.850098,4928.490234000001,4884.52002,4911.330078,4911.330078
2017-01-04,4920.790039,4944.740234000001,4919.799805,4937.209961,4937.209961
2017-01-05,4936.350098,4967.899902,4935.339844,4964.950195,4964.950195
2017-01-06,4973.870117,5020.700195,4957.819824,5007.080078,5007.080078
2017-01-09,5013.819824,5033.319824,5009.450195,5024.899902,5024.899902
2017-01-10,5027.5,5049.830078,5016.189941,5035.169922,5035.169922
2017-01-11,5033.879883,5050.209961,5012.649902,5050.209961,5050.209961
2017-01-12,5029.279785,5044.370117,4995.069824,5041.430176,5041.430176
2017-01-13,5047.560059,5066.950195,5045.919922,5059.509765999999,5059.509765999999
2017-01-17,5043.069824,5053.200195,5029.609863000001,5044.649902,5044.649902
2017-01-18,5050.259765999999,5058.200195,5039.180176,5055.850098,5055.850098
2017-01-19,5061.100098,5078.410156,5041.209961,5051.169922,5051.169922
2017-01-20,5070.149902,5085.339844,5050.02002,5063.200195,5063.200195
2017-01-23,5055.970215,5073.240234000001,5035.490234000001,5065.700195,5065.700195
2017-01-24,5079.609863000001,5108.220215,5068.370117,5101.060059,5101.060059
2017-01-25,5132.870117,5153.180176,5129.0,5151.470215,5151.470215
2017-01-26,5164.120117,5168.200195,5148.850098,5156.919922,5156.919922
2017-01-27,5169.490234000001,5172.430176,5150.180176,5168.060059,5168.060059
2017-01-30,5146.410156,5146.879883,5098.339844,5129.330078,5129.330078
2017-01-31,5107.470215,5116.799805,5086.330078,5116.77002,5116.77002
2017-02-01,5157.830078,5162.459961,5128.899902,5152.689941,5152.689941
2017-02-02,5141.27002,5162.560059,5128.759765999999,5147.700195,5147.700195
2017-02-03,5153.609863000001,5165.470215,5147.580078,5161.600098,5161.600098
2017-02-06,5154.180176,5167.959961,5148.060059,5167.959961,5167.959961
2017-02-07,5178.850098,5196.27002,5174.339844,5185.879883,5185.879883
2017-02-08,5176.5,5201.569824,5168.97998,5196.580078,5196.580078
2017-02-09,5200.169922,5221.620117,5196.069824,5212.160156,5212.160156
2017-02-10,5219.810059,5234.27002,5212.839844,5226.689941,5226.689941
2017-02-13,5242.490234000001,5262.419922,5241.0,5256.819824,5256.819824
2017-02-14,5251.359863000001,5271.100098,5238.689941,5271.069824,5271.069824
2017-02-15,5266.120117,5304.339844,5264.439941,5302.390136999999,5302.390136999999
2017-02-16,5306.379883,5316.790039,5287.540039,5300.640136999999,5300.640136999999
2017-02-17,5295.490234000001,5324.720215,5291.700195,5324.720215,5324.720215
2017-02-21,5334.569824,5353.160156,5330.470215,5350.72998,5350.72998
2017-02-22,5345.180176,5354.72998,5335.799805,5352.129883,5352.129883
2017-02-23,5358.029785,5358.529785,5309.990234000001,5332.370117,5332.370117
2017-02-24,5305.22998,5343.310059,5304.009765999999,5343.310059,5343.310059
2017-02-27,5330.560059,5347.879883,5322.140136999999,5347.549805,5347.549805
2017-02-28,5344.180176,5347.470215,5316.700195,5330.310059,5330.310059
2017-03-01,5368.649902,5398.430176,5355.379883,5390.990234000001,5390.990234000001
2017-03-02,5386.339844,5387.72998,5355.529785,5363.259765999999,5363.259765999999
2017-03-03,5355.209961,5373.47998,5344.47998,5373.47998,5373.47998
2017-03-06,5352.609863000001,5368.27002,5338.609863000001,5360.310059,5360.310059
2017-03-07,5348.200195,5373.259765999999,5341.430176,5351.279785,5351.279785
2017-03-08,5351.350098,5375.77002,5348.72998,5359.810059,5359.810059
2017-03-09,5355.779785,5370.660156,5336.080078,5363.97998,5363.97998
2017-03-10,5390.459961,5394.660156,5364.100098,5385.899902,5385.899902
2017-03-13,5387.72998,5396.390136999999,5382.02002,5394.569824,5394.569824
2017-03-14,5382.790039,5384.879883,5360.700195,5382.169922,5382.169922
2017-03-15,5392.47998,5426.839844,5375.879883,5416.25,5416.25
2017-03-16,5421.459961,5423.660156,5399.27002,5412.080078,5412.080078
2017-03-17,5413.470215,5423.279785,5406.810059,5408.759765999999,5408.759765999999
2017-03-20,5406.02002,5426.470215,5400.160156,5413.310059,5413.310059
2017-03-21,5433.279785,5439.580078,5328.709961,5332.529785,5332.529785
2017-03-22,5332.640136999999,5372.27002,5327.25,5367.549805,5367.549805
2017-03-23,5356.709961,5375.430176,5346.299805,5355.140136999999,5355.140136999999
2017-03-24,5376.740234000001,5392.279785,5345.939941,5364.0,5364.0
2017-03-27,5320.959961,5383.220215,5316.02002,5374.27002,5374.27002
2017-03-28,5371.899902,5422.25,5363.290039,5407.209961,5407.209961
2017-03-29,5410.140136999999,5433.359863000001,5405.100098,5430.27002,5430.27002
2017-03-30,5430.310059,5446.509765999999,5425.299805,5439.740234000001,5439.740234000001
2017-03-31,5430.990234000001,5451.5,5427.5,5436.22998,5436.22998
2017-04-03,5440.200195,5453.439941,5403.310059,5432.200195,5432.200195
2017-04-04,5415.529785,5441.339844,5415.299805,5440.410156,5440.410156
2017-04-05,5447.27002,5479.859863000001,5409.040039,5418.52002,5418.52002
2017-04-06,5423.649902,5435.060059,5407.870117,5420.879883,5420.879883
2017-04-07,5420.939941,5434.180176,5400.080078,5418.370117,5418.370117
2017-04-10,5423.569824,5442.709961,5406.580078,5421.680176,5421.680176
2017-04-11,5413.910156,5422.790039,5359.140136999999,5398.399902,5398.399902
2017-04-12,5394.609863000001,5399.549805,5370.240234000001,5377.029785,5377.029785
2017-04-13,5370.689941,5398.990234000001,5353.589844,5353.589844,5353.589844
2017-04-17,5369.209961,5399.200195,5367.589844,5399.200195,5399.200195
2017-04-18,5383.740234000001,5405.540039,5377.910156,5391.660156,5391.660156
2017-04-19,5416.299805,5431.0,5392.279785,5399.640136999999,5399.640136999999
2017-04-20,5422.470215,5455.879883,5413.319824,5443.529785,5443.529785
2017-04-21,5447.279785,5450.810059,5430.220215,5442.049805,5442.049805
2017-04-24,5503.27002,5513.569824,5494.459961,5508.029785,5508.029785
2017-04-25,5523.47998,5557.930176,5521.52002,5548.189941,5548.189941
2017-04-26,5553.600098,5563.970215,5537.990234000001,5541.089844,5541.089844
2017-04-27,5555.27002,5573.259765999999,5551.549805,5571.279785,5571.279785
2017-04-28,5598.470215,5600.0,5575.209961,5583.529785,5583.529785
2017-05-01,5602.439941,5640.47998,5600.310059,5629.629883,5629.629883
2017-05-02,5642.410156,5645.080078,5625.490234000001,5644.069824,5644.069824
2017-05-03,5624.879883,5629.779785,5608.160156,5625.160156,5625.160156
2017-05-04,5623.569824,5633.490234000001,5606.049805,5626.319824,5626.319824
2017-05-05,5640.779785,5646.089844,5619.600098,5646.089844,5646.089844
2017-05-08,5649.180176,5659.069824,5638.0,5659.069824,5659.069824
2017-05-09,5667.97998,5691.209961,5664.0,5678.310059,5678.310059
2017-05-10,5681.330078,5683.640136999999,5661.439941,5681.680176,5681.680176
2017-05-11,5662.589844,5675.5,5637.399902,5674.220215,5674.220215
2017-05-12,5683.580078,5687.419922,5672.040039,5686.810059,5686.810059
2017-05-15,5687.970215,5706.609863000001,5683.100098,5704.47998,5704.47998
2017-05-16,5715.149902,5724.709961,5699.410156,5724.439941,5724.439941
2017-05-17,5673.620117,5688.740234000001,5578.160156,5580.549805,5580.549805
2017-05-18,5569.810059,5645.080078,5568.470215,5626.310059,5626.310059
2017-05-19,5640.709961,5673.629883,5640.680176,5651.560059,5651.560059
2017-05-22,5662.950195,5701.049805,5661.589844,5699.399902,5699.399902
2017-05-23,5714.939941,5716.549805,5690.200195,5703.350098,5703.350098
2017-05-24,5720.830078,5732.569824,5705.169922,5730.299805,5730.299805
2017-05-25,5748.290039,5793.129883,5738.819824,5778.370117,5778.370117
2017-05-26,5782.169922,5790.200195,5771.709961,5788.359863000001,5788.359863000001
2017-05-30,5785.379883,5799.990234000001,5781.370117,5794.629883,5794.629883
2017-05-31,5812.970215,5813.259765999999,5762.560059,5788.799805,5788.799805
2017-06-01,5804.169922,5816.600098,5779.890136999999,5816.509765999999,5816.509765999999
2017-06-02,5834.410156,5881.459961,5825.740234000001,5881.459961,5881.459961
2017-06-05,5881.220215,5888.919922,5871.089844,5878.120117,5878.120117
2017-06-06,5869.47998,5890.879883,5848.319824,5856.77002,5856.77002
2017-06-07,5871.77002,5883.189941,5845.959961,5877.589844,5877.589844
2017-06-08,5894.75,5895.180176,5852.649902,5885.299805,5885.299805
2017-06-09,5891.669922,5897.689941,5657.759765999999,5741.939941,5741.939941
2017-06-12,5677.160156,5716.200195,5633.339844,5708.180176,5708.180176
2017-06-13,5740.209961,5760.540039,5709.169922,5751.819824,5751.819824
2017-06-14,5774.120117,5774.200195,5682.350098,5727.069824,5727.069824
2017-06-15,5661.359863000001,5707.370117,5634.580078,5700.890136999999,5700.890136999999
2017-06-16,5694.209961,5695.740234000001,5656.620117,5681.47998,5681.47998
2017-06-19,5729.540039,5776.370117,5724.490234000001,5772.220215,5772.220215
2017-06-20,5763.0,5772.169922,5725.009765999999,5726.310059,5726.310059
2017-06-21,5740.580078,5784.919922,5737.009765999999,5782.390136999999,5782.390136999999
2017-06-22,5787.439941,5802.459961,5767.870117,5779.870117,5779.870117
2017-06-23,5775.029785,5810.310059,5759.700195,5803.109863000001,5803.109863000001
2017-06-26,5832.310059,5845.149902,5765.870117,5777.589844,5777.589844
2017-06-27,5752.720215,5761.040039,5671.600098,5671.600098,5671.600098
2017-06-28,5693.47998,5757.22998,5660.529785,5753.029785,5753.029785
2017-06-29,5723.310059,5723.660156,5599.439941,5653.02002,5653.02002
2017-06-30,5676.399902,5681.899902,5637.740234000001,5646.919922,5646.919922
2017-07-03,5680.359863000001,5684.97998,5592.529785,5596.959961,5596.959961
2017-07-05,5611.0,5663.600098,5593.660156,5648.819824,5648.819824
2017-07-06,5606.419922,5628.839844,5579.640136999999,5597.899902,5597.899902
2017-07-07,5618.850098,5673.02002,5618.850098,5656.470215,5656.470215
2017-07-10,5662.709961,5708.620117,5650.259765999999,5694.149902,5694.149902
2017-07-11,5687.029785,5717.910156,5667.27002,5709.799805,5709.799805
2017-07-12,5757.200195,5785.0,5749.649902,5778.950195,5778.950195
2017-07-13,5785.319824,5806.180176,5776.620117,5793.359863000001,5793.359863000001
2017-07-14,5815.040039,5844.799805,5799.850098,5838.080078,5838.080078
2017-07-17,5845.819824,5860.640136999999,5830.25,5839.740234000001,5839.740234000001
2017-07-18,5832.919922,5880.549805,5818.200195,5880.100098,5880.100098
2017-07-19,5898.399902,5922.370117,5895.540039,5916.160156,5916.160156
2017-07-20,5929.580078,5932.609863000001,5896.609863000001,5921.220215,5921.220215
2017-07-21,5905.600098,5921.529785,5890.25,5921.529785,5921.529785
2017-07-24,5920.930176,5950.580078,5912.740234000001,5941.370117,5941.370117
2017-07-25,5927.100098,5945.060059,5916.290039,5930.649902,5930.649902
2017-07-26,5944.160156,5954.379883,5939.169922,5950.72998,5950.72998
2017-07-27,5994.02002,5995.77002,5847.049805,5917.029785,5917.029785
2017-07-28,5883.700195,5918.310059,5868.919922,5908.919922,5908.919922
2017-07-31,5928.680176,5932.370117,5871.790039,5880.330078,5880.330078
2017-08-01,5900.640136999999,5905.290039,5880.450195,5895.169922,5895.169922
2017-08-02,5934.069824,5936.149902,5859.620117,5914.22998,5914.22998
2017-08-03,5915.72998,5917.470215,5879.720215,5891.200195,5891.200195
2017-08-04,5899.689941,5912.560059,5877.060059,5899.910156,5899.910156
2017-08-07,5909.450195,5936.790039,5903.75,5934.72998,5934.72998
2017-08-08,5922.640136999999,5972.930176,5910.5,5926.350098,5926.350098
2017-08-09,5879.549805,5920.959961,5866.169922,5919.390136999999,5919.390136999999
2017-08-10,5880.140136999999,5887.27002,5783.359863000001,5788.189941,5788.189941
2017-08-11,5792.319824,5844.609863000001,5785.259765999999,5831.529785,5831.529785
2017-08-14,5878.640136999999,5916.330078,5878.0,5908.169922,5908.169922
2017-08-15,5917.290039,5919.75,5893.850098,5907.72998,5907.72998
2017-08-16,5920.680176,5944.97998,5899.560059,5917.419922,5917.419922
2017-08-17,5896.319824,5903.870117,5796.319824,5796.319824,5796.319824
2017-08-18,5803.899902,5831.080078,5770.140136999999,5790.910156,5790.910156
2017-08-21,5791.040039,5804.299805,5750.5,5786.540039,5786.540039
2017-08-22,5817.290039,5879.0,5817.02002,5873.330078,5873.330078
2017-08-23,5842.160156,5864.779785,5840.709961,5851.779785,5851.779785
2017-08-24,5863.990234000001,5871.870117,5802.77002,5834.439941,5834.439941
2017-08-25,5854.310059,5870.470215,5815.600098,5822.529785,5822.529785
2017-08-28,5839.27002,5852.799805,5821.870117,5838.080078,5838.080078
2017-08-29,5785.290039,5871.790039,5785.220215,5862.140136999999,5862.140136999999
2017-08-30,5870.879883,5940.569824,5865.339844,5932.899902,5932.899902
2017-08-31,5948.740234000001,5995.450195,5945.950195,5988.600098,5988.600098
2017-09-01,6001.819824,6009.609863000001,5972.27002,5987.899902,5987.899902
2017-09-05,5966.640136999999,5980.910156,5890.25,5932.72998,5932.72998
2017-09-06,5949.540039,5964.379883,5909.919922,5951.129883,5951.129883
2017-09-07,5960.439941,5980.149902,5943.890136999999,5964.310059,5964.310059
2017-09-08,5957.189941,5958.810059,5907.959961,5913.370117,5913.370117
2017-09-11,5962.350098,5990.870117,5960.870117,5980.529785,5980.529785
2017-09-12,5998.75,6002.970215,5968.089844,5995.640136999999,5995.640136999999
2017-09-13,5982.850098,6004.470215,5974.879883,6004.379883,6004.379883
2017-09-14,5981.850098,5997.22998,5965.060059,5968.819824,5968.819824
2017-09-15,5965.660156,6009.450195,5957.850098,5988.0,5988.0
2017-09-18,5997.509765999999,6012.950195,5963.169922,5981.120117,5981.120117
2017-09-19,5991.930176,5998.240234000001,5971.169922,5991.080078,5991.080078
2017-09-20,5987.720215,5994.529785,5927.700195,5973.609863000001,5973.609863000001
2017-09-21,5965.600098,5965.600098,5915.740234000001,5934.910156,5934.910156
2017-09-22,5912.200195,5937.589844,5911.47998,5932.319824,5932.319824
2017-09-25,5904.060059,5908.569824,5839.890136999999,5867.350098,5867.350098
2017-09-26,5893.180176,5908.470215,5862.990234000001,5881.339844,5881.339844
2017-09-27,5912.959961,5957.75,5900.350098,5937.790039,5937.790039
2017-09-28,5920.649902,5939.220215,5908.620117,5933.069824,5933.069824
2017-09-29,5941.779785,5980.220215,5930.819824,5979.299805,5979.299805
2017-10-02,5988.959961,6005.200195,5955.830078,5981.919922,5981.919922
2017-10-03,5986.850098,5999.189941,5976.649902,5995.060059,5995.060059
2017-10-04,5983.310059,6009.810059,5976.120117,5998.839844,5998.839844
2017-10-05,6018.27002,6059.209961,6014.77002,6057.140136999999,6057.140136999999
2017-10-06,6037.439941,6064.669922,6037.02002,6064.569824,6064.569824
2017-10-09,6071.959961,6078.810059,6051.330078,6058.529785,6058.529785
2017-10-10,6078.27002,6084.140136999999,6036.720215,6063.52002,6063.52002
2017-10-11,6062.72998,6082.25,6052.439941,6081.25,6081.25
2017-10-12,6072.209961,6093.759765999999,6063.470215,6069.990234000001,6069.990234000001
2017-10-13,6094.720215,6100.060059,6087.029785,6092.450195,6092.450195
2017-10-16,6108.660156,6115.529785,6095.629883,6114.529785,6114.529785
2017-10-17,6111.319824,6122.819824,6103.660156,6122.609863000001,6122.609863000001
2017-10-18,6128.910156,6129.490234000001,6106.850098,6114.350098,6114.350098
2017-10-19,6074.279785,6092.870117,6051.470215,6092.620117,6092.620117
2017-10-20,6114.459961,6122.560059,6102.160156,6108.819824,6108.819824
2017-10-23,6122.240234000001,6122.240234000001,6061.080078,6067.830078,6067.830078
2017-10-24,6078.02002,6090.890136999999,6057.689941,6080.220215,6080.220215
2017-10-25,6069.350098,6087.580078,6011.240234000001,6055.040039,6055.040039
2017-10-26,6056.049805,6066.609863000001,6035.959961,6037.870117,6037.870117
2017-10-27,6138.22998,6223.52002,6129.799805,6213.470215,6213.470215
2017-10-30,6209.799805,6250.850098,6202.529785,6227.589844,6227.589844
2017-10-31,6241.879883,6258.419922,6229.149902,6248.560059,6248.560059
2017-11-01,6274.259765999999,6276.669922,6224.580078,6248.649902,6248.649902
2017-11-02,6238.290039,6243.740234000001,6194.580078,6236.390136999999,6236.390136999999
2017-11-03,6266.189941,6297.620117,6237.649902,6295.580078,6295.580078
2017-11-06,6292.149902,6318.580078,6291.839844,6313.609863000001,6313.609863000001
2017-11-07,6314.689941,6328.580078,6299.529785,6320.779785,6320.779785
2017-11-08,6319.029785,6346.97998,6308.620117,6345.810059,6345.810059
2017-11-09,6295.290039,6315.160156,6248.290039,6312.209961,6312.209961
2017-11-10,6297.149902,6313.169922,6284.220215,6309.069824,6309.069824
2017-11-13,6286.009765999999,6325.180176,6285.970215,6316.180176,6316.180176
2017-11-14,6293.330078,6300.459961,6263.77002,6293.640136999999,6293.640136999999
2017-11-15,6261.27002,6276.799805,6227.990234000001,6258.359863000001,6258.359863000001
2017-11-16,6293.459961,6352.470215,6293.459961,6339.140136999999,6339.140136999999
2017-11-17,6343.640136999999,6345.560059,6308.47998,6314.509765999999,6314.509765999999
2017-11-20,6319.569824,6324.589844,6301.879883,6308.609863000001,6308.609863000001
2017-11-21,6336.910156,6380.069824,6336.259765999999,6378.629883,6378.629883
2017-11-22,6384.129883,6391.160156,6371.75,6386.120117,6386.120117
2017-11-24,6393.330078,6410.77002,6389.399902,6409.290039,6409.290039
2017-11-27,6409.52002,6420.209961,6392.009765999999,6405.970215,6405.970215
2017-11-28,6419.47998,6426.040039,6385.319824,6422.560059,6422.560059
2017-11-29,6412.689941,6412.689941,6279.370117,6311.379883,6311.379883
2017-11-30,6337.339844,6374.189941,6321.430176,6365.560059,6365.560059
2017-12-01,6325.609863000001,6365.299805,6244.839844,6337.870117,6337.870117
2017-12-04,6380.680176,6380.77002,6256.810059,6263.700195,6263.700195
2017-12-05,6242.470215,6337.060059,6235.77002,6265.109863000001,6265.109863000001
2017-12-06,6243.720215,6304.100098,6234.220215,6293.049805,6293.049805
2017-12-07,6300.640136999999,6333.290039,6290.649902,6316.279785,6316.279785
2017-12-08,6364.600098,6377.549805,6335.22998,6344.569824,6344.569824
2017-12-11,6351.240234000001,6394.430176,6347.910156,6393.890136999999,6393.890136999999
2017-12-12,6389.470215,6403.5,6371.689941,6383.649902,6383.649902
2017-12-13,6405.410156,6416.830078,6388.410156,6394.669922,6394.669922
2017-12-14,6407.259765999999,6423.680176,6386.25,6389.910156,6389.910156
2017-12-15,6405.149902,6470.919922,6405.029785,6466.319824,6466.319824
2017-12-18,6504.890136999999,6522.700195,6495.180176,6513.27002,6513.27002
2017-12-19,6505.359863000001,6510.870117,6462.790039,6480.669922,6480.669922
2017-12-20,6504.549805,6504.549805,6447.930176,6472.47998,6472.47998
2017-12-21,6481.080078,6501.52002,6467.779785,6472.689941,6472.689941
2017-12-22,6462.549805,6467.830078,6449.0,6465.169922,6465.169922
2017-12-26,6427.319824,6438.240234000001,6407.990234000001,6433.160156,6433.160156
2017-12-27,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902
2017-12-28,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922
2017-12-29,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922
2018-01-02,6431.589844,6513.02002,6417.75,6511.339844,6511.339844
2018-01-03,6520.029785,6579.25,6519.259765999999,6575.799805,6575.799805
2018-01-04,6595.75,6603.169922,6576.919922,6584.580078,6584.580078
2018-01-05,6613.129883,6654.97998,6605.029785,6653.290039,6653.290039
2018-01-08,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883
2018-01-09,6692.870117,6696.120117,6658.27002,6677.939941,6677.939941
2018-01-10,6640.660156,6663.509765999999,6619.350098,6662.660156,6662.660156
2018-01-11,6675.689941,6708.490234000001,6664.740234000001,6708.490234000001,6708.490234000001
2018-01-12,6699.319824,6763.97998,6695.52002,6758.540039,6758.540039
2018-01-16,6807.850098000001,6835.790039,6719.109863,6737.140137,6737.140137
2018-01-17,6767.850098000001,6820.040039,6738.450195,6810.279785,6810.279785
2018-01-18,6804.589844,6826.790039,6784.720215,6811.379883,6811.379883
2018-01-19,6829.040039,6843.240234000001,6801.589844,6834.330078,6834.330078
2018-01-22,6829.549805,6906.279785,6822.850098000001,6906.279785,6906.279785
2018-01-23,6928.27002,6969.399901999999,6926.370117,6963.459961,6963.459961
2018-01-24,6975.379883,6992.910156,6880.680176000001,6919.350098000001,6919.350098000001
2018-01-25,6965.009765999999,6967.600098000001,6894.839844,6916.299805,6916.299805
2018-01-26,6956.660156,7022.970215,6941.47998,7022.970215,7022.970215
2018-01-29,7000.680176000001,7020.640137,6974.700195,6988.319823999999,6988.319823999999
2018-01-30,6910.390137,6958.790039,6894.629883,6930.72998,6930.72998
2018-01-31,6972.810059,6983.609863,6915.47998,6949.990234000001,6949.990234000001
2018-02-01,6910.569823999999,6970.77002,6879.02002,6901.5,6901.5
2018-02-02,6866.379883,6889.069823999999,6756.540039,6760.290039,6760.290039
2018-02-05,6687.470215,6807.959961,6495.390136999999,6495.919922,6495.919922
2018-02-06,6378.600098,6673.410156,6370.47998,6665.97998,6665.97998
2018-02-07,6632.97998,6716.25,6581.379883,6582.02002,6582.02002
2018-02-08,6595.810059,6606.049805,6304.180176,6306.100098,6306.100098
2018-02-09,6395.160156,6453.430176,6164.430176,6412.680176,6412.680176
2018-02-12,6477.040039,6565.279785,6424.299805,6523.850098,6523.850098
2018-02-13,6482.77002,6567.620117,6478.410156,6553.859863000001,6553.859863000001
2018-02-14,6523.259765999999,6684.149902,6520.390136999999,6675.029785,6675.029785
2018-02-15,6734.339844,6795.919922,6665.919922,6794.919922,6794.919922
2018-02-16,6778.279785,6840.600098000001,6758.509765999999,6770.660156,6770.660156
2018-02-20,6742.149901999999,6838.0,6740.47998,6779.689941,6779.689941
2018-02-21,6808.600098000001,6879.470215,6759.220215,6759.259765999999,6759.259765999999
2018-02-22,6793.080078,6826.009765999999,6744.049805,6761.850098000001,6761.850098000001
2018-02-23,6816.430176000001,6897.529785,6789.029785,6896.600098000001,6896.600098000001
2018-02-26,6933.819823999999,6989.359863,6927.459961,6989.100098000001,6989.100098000001
2018-02-27,6984.830078,7003.129883,6900.350098000001,6900.350098000001,6900.350098000001
2018-02-28,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922
2018-03-01,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039
2018-03-02,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039
2018-03-05,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785
2018-03-06,6919.790039,6937.029785,6872.060059,6913.02002,6913.02002
2018-03-07,6855.569823999999,6935.47998,6850.910156,6929.390137,6929.390137
